Area Codes,All Ages
E01016461,"2,653"
E01016473,"2,437"
E01016474,"2,051"
E01016475,"2,073"
E01016476,"1,725"
E01016477,"3,054"
E01016478,"1,776"
E01016462,"2,508"
E01016463,"1,953"
E01016464,"1,859"
E01016465,"2,940"
E01032729,"1,718"
E01032730,"1,688"
E01016506,"1,921"
E01016507,"1,776"
E01016508,"1,742"
E01016509,"1,592"
E01016510,"1,900"
E01016511,"1,871"
E01016512,"1,898"
E01016513,"2,008"
E01016514,"1,735"
E01016515,"1,975"
E01016500,"1,844"
E01016501,"1,532"
E01016502,"1,548"
E01016503,"1,534"
E01016504,"1,451"
E01016505,"1,802"
E01016490,"1,965"
E01016491,"1,754"
E01016492,"1,779"
E01032731,"1,596"
E01032732,"1,702"
E01016479,"1,663"
E01016480,"1,447"
E01016481,"1,573"
E01016482,"1,841"
E06000045,"249,537"
E01017144,"1,457"
E01017145,"1,489"
E01017146,"2,057"
E01017148,"1,501"
E01017149,"1,488"
E01017180,"1,474"
E01017181,"1,428"
E01017183,"1,680"
E01017185,"1,806"
E01017187,"1,711"
E01017264,"2,105"
E01017265,"1,681"
E01017270,"1,342"
E01017271,"1,105"
E01017182,"1,390"
E01017184,"1,404"
E01017186,"1,709"
E01017188,"1,723"
E01017266,"1,596"
E01017267,"1,380"
E01017272,"1,482"
E01032756,"3,171"
E01017147,"1,447"
E01017150,"1,530"
E01017151,"1,603"
E01017152,"1,703"
E01017238,"1,704"
E01017241,"1,434"
E01017242,"1,733"
E01017243,"1,747"
E01017244,"1,345"
E01017174,"1,378"
E01017175,"1,558"
E01017176,"1,618"
E01017179,"1,525"
E01017226,"1,520"
E01017231,"1,946"
E01017232,"1,409"
E01032753,"2,425"
E01017246,"2,115"
E01017250,"1,505"
E01017251,"1,643"
E01017253,"1,785"
E01017247,"1,742"
E01017248,"1,646"
E01017249,"1,385"
E01017252,"1,594"
E01017254,"1,733"
E01017236,"1,484"
E01017237,"1,562"
E01017239,"1,572"
E01017240,"1,331"
E01017245,"1,514"
E01017227,"1,503"
E01017228,"1,591"
E01017233,"1,672"
E01017234,"2,018"
E01017235,"1,797"
E01017171,"2,006"
E01017172,"1,938"
E01017173,"1,550"
E01017177,"1,667"
E01017178,"1,600"
E01017207,"1,694"
E01017209,"1,420"
E01017211,"1,806"
E01017212,"1,441"
E01017213,"1,765"
E01017200,"1,885"
E01017201,"1,118"
E01017202,"1,717"
E01017203,"1,714"
E01017204,"1,570"
E01017157,"1,836"
E01017158,"2,362"
E01017159,"1,837"
E01017160,"1,706"
E01017198,"1,412"
E01017199,"1,639"
E01017205,"1,394"
E01017206,"1,660"
E01017208,"1,467"
E01017210,"1,730"
E01017214,"1,492"
E01017215,"1,819"
E01017216,"1,566"
E01017189,"1,574"
E01017190,"1,757"
E01017191,"1,779"
E01017196,"2,079"
E01017197,"1,536"
E01017192,"2,091"
E01017193,"1,749"
E01017194,"1,830"
E01017195,"2,057"
E01017153,"1,644"
E01017154,"2,268"
E01017155,"1,783"
E01017156,"1,806"
E01032738,"1,816"
E01032750,"1,684"
E01017136,"2,027"
E01017137,"2,338"
E01017138,"2,668"
E01017140,"2,440"
E01017217,"1,603"
E01017223,"1,720"
E01017224,"1,411"
E01017225,"1,577"
E01017162,"1,471"
E01017163,"1,547"
E01017164,"1,547"
E01017165,"1,522"
E01017166,"1,798"
E01017256,"2,060"
E01017257,"1,613"
E01017259,"1,434"
E01017260,"1,420"
E01017262,"1,343"
E01017167,"1,697"
E01017168,"1,745"
E01017169,"1,664"
E01017170,"1,700"
E01017218,"1,395"
E01017219,"1,786"
E01017220,"1,925"
E01017221,"1,696"
E01017222,"1,533"
E01017139,"2,430"
E01017142,"1,988"
E01032745,"2,373"
E01032746,"1,426"
E01032748,"1,579"
E01032751,"1,411"
E01032755,"1,177"
E01017255,"1,609"
E01017258,"1,560"
E01017261,"1,758"
E01017263,"1,486"
E01017273,"1,490"
E01017275,"1,752"
E01017276,"1,818"
E01017278,"1,901"
E01017279,"1,726"
E01017274,"1,530"
E01017277,"1,490"
E01017280,"1,484"
E01017281,"1,609"
E06000037,"156,020"
E01016277,"1,533"
E01016286,"1,628"
E01016287,"1,416"
E01016288,"1,673"
E01016303,"1,484"
E01016304,"1,555"
E01016305,"1,266"
E01016306,"1,332"
E01016256,"1,836"
E01016257,"1,399"
E01016313,"1,627"
E01016314,"1,439"
E01016315,"1,619"
E01016316,"2,009"
E01016317,"1,376"
E01016318,"1,520"
E01016258,"1,543"
E01016261,"1,589"
E01016349,"1,211"
E01016350,"1,528"
E01016259,"1,518"
E01016260,"1,743"
E01016262,"1,378"
E01016272,"1,430"
E01016273,"1,554"
E01016263,"2,396"
E01016278,"1,171"
E01016283,"1,932"
E01016284,"1,469"
E01016285,"1,569"
E01016271,"1,388"
E01016274,"1,338"
E01016275,"1,486"
E01016276,"1,455"
E01016327,"1,189"
E01016328,"1,768"
E01016344,"1,547"
E01016345,"1,363"
E01016296,"1,534"
E01016297,"1,621"
E01016298,"1,194"
E01016299,"1,449"
E01016254,"1,336"
E01016255,"1,406"
E01016264,"1,701"
E01016265,"1,482"
E01016266,"1,367"
E01016339,"2,998"
E01016310,"1,898"
E01016311,"1,655"
E01016323,"1,356"
E01016324,"1,414"
E01016325,"1,299"
E01016279,"2,124"
E01016280,"1,841"
E01016281,"1,359"
E01016282,"1,501"
E01016329,"1,384"
E01016340,"1,602"
E01016341,"1,377"
E01016342,"1,953"
E01016343,"1,429"
E01016267,"1,428"
E01016268,"1,598"
E01016269,"1,429"
E01016270,"1,480"
E01016330,"1,471"
E01016331,"1,573"
E01016332,"1,523"
E01016334,"1,790"
E01016336,"1,257"
E01016333,"1,252"
E01016335,"1,569"
E01016337,"2,287"
E01016338,"1,838"
E01016300,"1,514"
E01016301,"2,057"
E01016302,"1,659"
E01016326,"1,365"
E01016293,"3,138"
E01016346,"1,414"
E01016347,"1,780"
E01016348,"2,317"
E01016294,"1,511"
E01016295,"1,541"
E01016312,"2,032"
E01016319,"1,784"
E01016320,"1,481"
E01016289,"1,432"
E01016290,"1,597"
E01016291,"1,860"
E01016292,"1,631"
E01016321,"1,658"
E01016322,"1,359"
E01016307,"1,595"
E01016308,"1,917"
E01016309,"2,326"
E06000040,"147,708"
E01016570,"1,636"
E01016572,"1,258"
E01016582,"1,557"
E01016600,"1,145"
E01016530,"1,498"
E01016531,"1,367"
E01016532,"2,037"
E01016533,"1,900"
E01016578,"1,498"
E01016579,"1,703"
E01016581,"1,372"
E01016571,"1,664"
E01016573,"1,412"
E01016574,"1,512"
E01016599,"1,717"
E01016583,"1,864"
E01016585,"1,658"
E01016586,"1,323"
E01016591,"1,782"
E01016592,"1,912"
E01016525,"1,653"
E01016528,"1,629"
E01016529,"1,727"
E01016536,"1,924"
E01016584,"1,820"
E01032733,"1,328"
E01032734,"1,659"
E01016526,"1,912"
E01016527,"1,597"
E01016534,"1,546"
E01016598,"1,384"
E01016601,"1,634"
E01016602,"1,591"
E01016535,"1,328"
E01016537,"1,673"
E01016538,"1,623"
E01016593,"1,789"
E01016594,"1,440"
E01016559,"1,461"
E01016560,"1,512"
E01016561,"1,749"
E01016562,"1,448"
E01016563,"1,370"
E01016580,"1,567"
E01016539,"1,586"
E01016540,"1,698"
E01016541,"1,372"
E01016542,"1,205"
E01016543,"1,766"
E01016544,"1,845"
E01016567,"2,817"
E01016568,"1,235"
E01016569,"1,055"
E01016564,"1,650"
E01016565,"1,505"
E01016566,"1,766"
E01016577,"1,730"
E01016545,"2,109"
E01016547,"1,698"
E01016550,"1,630"
E01016552,"1,696"
E01016551,"1,600"
E01016553,"1,411"
E01016557,"1,929"
E01016558,"1,767"
E01016548,"1,907"
E01016549,"2,121"
E01016554,"1,706"
E01016555,"1,508"
E01016556,"1,789"
E01016546,"1,629"
E01016595,"1,684"
E01016596,"1,869"
E01016597,"1,743"
E01016575,"1,649"
E01016576,"1,751"
E01016587,"1,596"
E01016588,"1,833"
E01016589,"1,644"
E01016522,"1,804"
E01016523,"1,540"
E01016524,"2,143"
E01016609,"1,855"
E01016603,"1,759"
E01016604,"2,144"
E01016605,"1,564"
E01016606,"1,572"
E01016607,"1,747"
E01016608,"1,902"
E06000041,"160,409"
E01016675,"1,032"
E01016676,"1,524"
E01016677,"1,522"
E01016678,"1,424"
E01016619,"1,641"
E01016620,"1,531"
E01016692,"1,470"
E01016693,"1,351"
E01016694,"1,525"
E01016695,"1,600"
E01016621,"1,542"
E01016623,"1,477"
E01016624,"1,444"
E01016684,"1,619"
E01016685,"1,725"
E01016622,"1,248"
E01016657,"1,443"
E01016658,"1,375"
E01016659,"1,429"
E01016660,"1,606"
E01016615,"1,559"
E01016616,"1,504"
E01016617,"1,461"
E01016662,"1,879"
E01016613,"1,560"
E01016614,"1,381"
E01016618,"1,316"
E01016664,"1,267"
E01016668,"1,669"
E01016669,"1,984"
E01016661,"1,331"
E01016663,"1,503"
E01016686,"1,174"
E01016687,"1,261"
E01016688,"1,226"
E01016689,"1,432"
E01016652,"1,280"
E01016653,"1,272"
E01016665,"1,691"
E01016666,"1,431"
E01032761,"3,691"
E01016647,"1,931"
E01016701,"1,884"
E01016702,"1,922"
E01016703,"2,000"
E01016704,"2,080"
E01016627,"1,917"
E01016628,"1,565"
E01016656,"1,423"
E01016700,"1,957"
E01016644,"1,560"
E01016645,"1,571"
E01016646,"1,653"
E01016648,"1,555"
E01016649,"1,458"
E01016651,"1,449"
E01016654,"1,459"
E01016655,"1,294"
E01016679,"2,283"
E01016680,"1,444"
E01032758,"1,605"
E01032759,"1,567"
E01016626,"1,986"
E01016671,"1,785"
E01016673,"1,851"
E01016674,"1,313"
E01016696,"1,576"
E01016670,"2,248"
E01016672,"2,208"
E01032763,"2,542"
E01016612,"2,256"
E01016629,"1,418"
E01016630,"1,531"
E01016635,"1,452"
E01016625,"1,728"
E01016631,"1,337"
E01016632,"1,547"
E01016634,"1,862"
E01016699,"1,596"
E01016682,"2,593"
E01016683,"1,865"
E01016690,"1,814"
E01016691,"1,248"
E01016610,"2,734"
E01016611,"1,393"
E01016641,"1,439"
E01016642,"1,164"
E01016633,"1,339"
E01016636,"1,496"
E01016637,"1,089"
E01016638,"1,373"
E01016639,"1,612"
E01016640,"1,522"
E01016643,"1,379"
E01016705,"1,603"
E01016706,"1,723"
E01016707,"1,623"
E01016708,"1,622"
E01016709,"1,565"
E07000004,"188,707"
E01017648,"1,670"
E01017649,"2,190"
E01017650,"2,530"
E01032960,"3,376"
E01017644,"1,475"
E01017645,"1,228"
E01017646,"2,163"
E01017647,"1,543"
E01017671,"1,677"
E01017672,"1,490"
E01017695,"1,222"
E01017696,"1,419"
E01017693,"1,149"
E01017694,"2,602"
E01017713,"1,445"
E01017714,"1,374"
E01017717,"1,713"
E01017718,"1,590"
E01017735,"1,314"
E01017736,"1,541"
E01017737,"1,375"
E01017738,"1,957"
E01017669,"1,740"
E01017670,"1,608"
E01017715,"1,174"
E01017716,"1,839"
E01017641,"1,806"
E01017731,"1,401"
E01017732,"1,421"
E01017733,"1,263"
E01017734,"1,468"
E01017703,"1,278"
E01017704,"1,260"
E01017719,"1,212"
E01017720,"1,296"
E01032958,"1,567"
E01032959,"2,997"
E01017651,"1,521"
E01017652,"1,527"
E01017657,"1,435"
E01017658,"1,522"
E01017701,"2,540"
E01017702,"1,476"
E01017642,"1,342"
E01017643,"1,386"
E01017673,"1,361"
E01017674,"1,930"
E01017659,"1,718"
E01017660,"1,704"
E01017661,"1,642"
E01017664,"1,471"
E01017705,"4,276"
E01017706,"1,500"
E01017707,"1,359"
E01017708,"1,631"
E01017665,"2,250"
E01017666,"1,995"
E01017667,"1,465"
E01017668,"1,678"
E01017697,"1,471"
E01017698,"1,492"
E01017699,"1,573"
E01017700,"1,616"
E01017634,"1,640"
E01017662,"1,353"
E01017663,"1,708"
E01032955,"1,431"
E01032961,"1,202"
E01017653,"1,478"
E01017654,"1,544"
E01017655,"2,011"
E01032956,"1,782"
E01032957,"1,410"
E01032962,"1,713"
E01017635,"1,457"
E01017636,"1,626"
E01017637,"1,372"
E01017638,"1,289"
E01017639,"1,566"
E01017640,"1,677"
E01017709,"1,726"
E01017710,"1,671"
E01017711,"1,613"
E01017712,"2,490"
E01017687,"2,834"
E01017688,"1,267"
E01017689,"1,381"
E01017690,"1,160"
E01017691,"1,374"
E01017692,"1,638"
E01017721,"1,749"
E01017722,"1,532"
E01017723,"1,397"
E01017724,"1,463"
E01017627,"1,648"
E01017628,"1,776"
E01017629,"1,566"
E01017630,"1,597"
E01017631,"1,576"
E01017632,"1,609"
E01017675,"1,599"
E01017676,"1,418"
E01017677,"1,426"
E01017678,"1,348"
E01017679,"1,661"
E01017680,"1,090"
E01017681,"1,337"
E01017682,"1,243"
E01017683,"1,750"
E01017684,"1,124"
E01017726,"1,133"
E01017727,"1,643"
E01017728,"3,177"
E01017729,"1,622"
E01017730,"1,556"
E07000005,"94,545"
E01017750,"2,191"
E01017752,"2,192"
E01017766,"2,269"
E01017778,"1,306"
E01017747,"1,497"
E01017748,"1,860"
E01017749,"1,745"
E01017789,"1,280"
E01017790,"1,453"
E01017795,"2,223"
E01017769,"1,625"
E01017771,"1,457"
E01017780,"1,283"
E01017781,"1,294"
E01017770,"1,664"
E01017791,"1,493"
E01017792,"2,087"
E01017793,"1,452"
E01017768,"2,218"
E01017779,"1,093"
E01017785,"1,636"
E01017786,"1,537"
E01017787,"1,635"
E01017788,"1,764"
E01017741,"1,680"
E01017742,"1,700"
E01017743,"1,816"
E01017763,"1,801"
E01017764,"1,715"
E01017765,"1,695"
E01017739,"1,318"
E01017740,"1,363"
E01017744,"1,428"
E01017745,"1,789"
E01017746,"1,576"
E01017762,"1,437"
E01017775,"1,614"
E01017776,"2,176"
E01017777,"1,716"
E01017759,"1,801"
E01017760,"1,729"
E01017761,"2,140"
E01017794,"2,345"
E01017754,"1,566"
E01017755,"1,500"
E01017756,"1,447"
E01017757,"1,174"
E01017758,"1,234"
E01017751,"2,124"
E01017753,"1,247"
E01017767,"2,330"
E01017773,"1,541"
E01017774,"1,315"
E01017782,"1,463"
E01017783,"1,548"
E01017784,"1,676"
E01032609,"1,287"
E07000006,"69,120"
E01017796,"1,829"
E01017797,"1,564"
E01017798,"1,850"
E01017799,"2,241"
E01017800,"1,730"
E01017801,"1,726"
E01017802,"1,633"
E01017818,"2,003"
E01017819,"1,596"
E01017820,"1,582"
E01017821,"1,695"
E01017822,"1,926"
E01017810,"1,754"
E01017811,"1,247"
E01017812,"1,850"
E01017813,"1,920"
E01017815,"1,869"
E01017816,"1,719"
E01017817,"2,003"
E01017823,"1,322"
E01017830,"1,838"
E01017831,"1,753"
E01017832,"1,719"
E01017834,"1,582"
E01017835,"1,799"
E01017803,"1,414"
E01017806,"1,784"
E01017814,"1,578"
E01017833,"1,824"
E01017804,"1,559"
E01017805,"1,904"
E01017807,"1,556"
E01017808,"1,517"
E01017809,"1,553"
E01017824,"1,740"
E01017825,"1,715"
E01017826,"1,594"
E01017827,"1,806"
E01017828,"1,711"
E01017829,"2,115"
E07000007,"176,028"
E01017929,"1,669"
E01017930,"1,701"
E01017931,"1,457"
E01017932,"1,545"
E01017933,"1,681"
E01017885,"1,745"
E01017886,"1,583"
E01017887,"1,185"
E01017888,"1,624"
E01017869,"1,376"
E01017870,"1,246"
E01017871,"1,580"
E01017872,"1,676"
E01017873,"1,413"
E01017874,"1,071"
E01017915,"1,352"
E01017916,"1,192"
E01017917,"1,561"
E01017918,"1,621"
E01017857,"1,454"
E01017858,"1,834"
E01017859,"1,467"
E01017860,"1,491"
E01017861,"1,632"
E01017862,"1,915"
E01017863,"1,705"
E01017842,"3,083"
E01017853,"1,400"
E01017854,"1,203"
E01017878,"2,482"
E01017920,"1,441"
E01017921,"1,831"
E01017922,"2,259"
E01017923,"1,472"
E01017924,"1,626"
E01017937,"1,559"
E01017938,"1,393"
E01017940,"1,535"
E01017942,"1,496"
E01017850,"1,369"
E01017851,"1,780"
E01017852,"2,606"
E01017919,"1,351"
E01017925,"2,211"
E01017926,"1,612"
E01017927,"1,581"
E01017928,"1,517"
E01017911,"1,743"
E01017912,"1,456"
E01017913,"2,021"
E01017914,"1,380"
E01017903,"1,753"
E01017904,"1,846"
E01017905,"2,291"
E01017906,"2,050"
E01017907,"1,869"
E01017899,"1,684"
E01017900,"1,121"
E01017901,"1,233"
E01017902,"1,664"
E01017836,"1,723"
E01017837,"2,022"
E01017838,"1,626"
E01017839,"2,157"
E01017840,"1,841"
E01017841,"1,427"
E01017908,"2,572"
E01017909,"2,855"
E01017910,"2,600"
E01017941,"1,401"
E01017843,"1,557"
E01017844,"1,756"
E01017845,"1,715"
E01017855,"1,490"
E01017856,"1,404"
E01017864,"1,359"
E01017865,"1,530"
E01017867,"1,599"
E01017868,"1,524"
E01017934,"1,857"
E01017935,"1,965"
E01017936,"1,519"
E01017939,"1,362"
E01017866,"1,436"
E01017875,"1,452"
E01017876,"2,064"
E01017877,"1,672"
E01017846,"1,399"
E01017847,"1,548"
E01017848,"1,271"
E01017849,"1,385"
E01017889,"1,418"
E01017890,"1,301"
E01017891,"1,416"
E01017892,"1,610"
E01017893,"1,553"
E01017894,"1,601"
E01017895,"1,322"
E01017896,"1,393"
E01017897,"1,724"
E01017898,"1,188"
E01017880,"1,456"
E01017881,"1,892"
E01017882,"1,609"
E01017883,"1,637"
E01017884,"1,489"
E01032610,"1,637"
E07000061,"102,465"
E01020924,"1,414"
E01020925,"1,549"
E01020927,"1,525"
E01020928,"1,664"
E01020930,"1,441"
E01020917,"1,496"
E01020918,"1,679"
E01020919,"1,579"
E01020923,"1,501"
E01020949,"1,644"
E01020926,"1,578"
E01020929,"1,715"
E01020955,"1,488"
E01020956,"1,601"
E01020957,"1,551"
E01020920,"1,558"
E01020921,"1,535"
E01020922,"1,502"
E01020945,"1,871"
E01020950,"1,592"
E01020940,"1,554"
E01020941,"1,656"
E01020942,"1,623"
E01020946,"1,719"
E01020947,"1,555"
E01020914,"1,992"
E01020915,"1,719"
E01020952,"1,864"
E01020953,"1,553"
E01020954,"1,795"
E01020948,"1,470"
E01020963,"1,639"
E01020965,"1,909"
E01020966,"1,723"
E01020938,"1,566"
E01020939,"1,598"
E01020943,"1,565"
E01020964,"1,713"
E01020967,"1,831"
E01020910,"1,780"
E01020911,"2,128"
E01020912,"2,334"
E01020916,"1,820"
E01020935,"1,987"
E01020936,"1,786"
E01020937,"1,832"
E01020968,"1,787"
E01020931,"1,791"
E01020932,"1,430"
E01020933,"1,100"
E01020934,"1,346"
E01020944,"1,483"
E01020913,"2,370"
E01020951,"1,512"
E01020959,"1,497"
E01020961,"1,421"
E01020962,"2,101"
E01020960,"2,600"
E01032831,"1,629"
E01032832,"1,644"
E01032833,"1,560"
E07000062,"91,497"
E01020969,"1,546"
E01020970,"2,830"
E01020971,"2,083"
E01020987,"1,882"
E01020974,"1,565"
E01020986,"1,510"
E01020988,"1,642"
E01021007,"1,581"
E01021008,"1,514"
E01021009,"1,907"
E01020993,"1,392"
E01020994,"1,514"
E01020995,"1,447"
E01020996,"1,916"
E01021019,"1,641"
E01021004,"1,822"
E01021005,"1,643"
E01021006,"1,856"
E01021013,"1,833"
E01020972,"1,754"
E01020973,"1,858"
E01020977,"1,659"
E01021015,"1,689"
E01021010,"1,578"
E01021011,"1,561"
E01021012,"1,771"
E01021020,"1,813"
E01021021,"1,913"
E01021000,"1,484"
E01021001,"1,245"
E01021002,"1,459"
E01021003,"1,627"
E01021014,"1,840"
E01020975,"1,760"
E01020976,"1,971"
E01020990,"1,690"
E01020991,"1,348"
E01020992,"1,915"
E01020978,"1,921"
E01020979,"1,813"
E01020980,"1,540"
E01020981,"1,582"
E01020997,"1,663"
E01020998,"1,877"
E01020999,"2,042"
E01021016,"1,732"
E01021017,"1,540"
E01021018,"1,930"
E01020982,"1,799"
E01020983,"1,592"
E01020984,"1,980"
E01020985,"1,676"
E01020989,"1,751"
E07000063,"100,693"
E01021022,"2,153"
E01021024,"1,182"
E01021025,"1,914"
E01021052,"1,225"
E01021053,"1,210"
E01021023,"2,209"
E01021026,"2,492"
E01021032,"2,143"
E01021067,"1,130"
E01021068,"1,357"
E01021033,"1,847"
E01021034,"1,339"
E01021035,"1,761"
E01021036,"1,508"
E01021037,"1,643"
E01021038,"1,819"
E01021054,"1,462"
E01021055,"1,744"
E01021056,"1,748"
E01021057,"1,626"
E01021039,"1,422"
E01021040,"1,897"
E01021041,"1,579"
E01021042,"1,355"
E01021043,"1,613"
E01021027,"1,562"
E01021028,"1,656"
E01021029,"1,521"
E01021030,"1,321"
E01021031,"1,462"
E01021061,"1,618"
E01021063,"1,686"
E01021064,"1,642"
E01021065,"1,260"
E01021066,"1,548"
E01021045,"1,845"
E01021046,"1,452"
E01021047,"1,436"
E01021048,"1,624"
E01021044,"2,012"
E01021049,"1,556"
E01021050,"1,355"
E01021051,"1,238"
E01021058,"2,025"
E01021059,"1,581"
E01021060,"2,160"
E01021062,"1,417"
E01021069,"1,624"
E01021075,"1,903"
E01021077,"1,502"
E01021081,"1,583"
E01021082,"1,709"
E01021083,"1,393"
E01021072,"1,583"
E01021073,"1,464"
E01021074,"1,758"
E01021076,"1,910"
E01021078,"1,388"
E01021070,"1,532"
E01021071,"1,860"
E01021079,"1,613"
E01021080,"1,516"
E07000064,"92,908"
E01021132,"1,432"
E01021133,"1,625"
E01021134,"1,533"
E01021139,"1,355"
E01021140,"1,824"
E01021141,"1,503"
E01021103,"1,542"
E01021114,"1,577"
E01021115,"1,676"
E01021116,"1,607"
E01021098,"1,742"
E01021099,"1,582"
E01021100,"1,835"
E01021104,"1,431"
E01021105,"1,343"
E01021101,"1,730"
E01021102,"1,591"
E01021117,"1,613"
E01021118,"1,793"
E01021119,"1,141"
E01021087,"1,681"
E01021088,"1,593"
E01021089,"1,575"
E01021109,"1,790"
E01021110,"2,329"
E01021084,"1,936"
E01021085,"1,744"
E01021086,"1,783"
E01021096,"1,369"
E01021097,"1,436"
E01021111,"1,042"
E01021113,"1,464"
E01021131,"1,677"
E01021135,"1,904"
E01021136,"1,406"
E01021137,"1,541"
E01021112,"1,500"
E01021120,"1,522"
E01021126,"1,543"
E01021127,"1,588"
E01021128,"1,897"
E01021093,"1,465"
E01021095,"1,284"
E01021123,"1,565"
E01021124,"1,658"
E01021125,"1,191"
E01021129,"1,826"
E01021138,"1,128"
E01021094,"1,540"
E01021106,"1,641"
E01021107,"1,577"
E01021108,"1,464"
E01021130,"1,504"
E01021090,"1,723"
E01021091,"2,103"
E01021092,"2,176"
E01021121,"1,663"
E01021122,"1,605"
E07000065,"156,501"
E01021167,"2,371"
E01021168,"1,693"
E01021169,"1,393"
E01021186,"1,297"
E01021171,"2,082"
E01021172,"1,842"
E01021173,"1,401"
E01021218,"1,223"
E01021156,"1,912"
E01021157,"1,973"
E01021158,"2,327"
E01021159,"2,469"
E01021160,"1,742"
E01021161,"1,636"
E01021162,"1,692"
E01021202,"1,144"
E01021203,"1,548"
E01021229,"1,826"
E01021230,"1,710"
E01021231,"1,753"
E01021151,"1,823"
E01021152,"1,722"
E01021153,"2,004"
E01021154,"1,522"
E01021155,"1,205"
E01021163,"2,224"
E01021164,"1,968"
E01021187,"1,361"
E01021144,"1,855"
E01021145,"2,281"
E01021170,"2,820"
E01021217,"1,336"
E01021219,"1,353"
E01021220,"1,620"
E01021223,"1,188"
E01021224,"1,542"
E01021225,"1,520"
E01021226,"1,380"
E01021150,"1,156"
E01021191,"1,642"
E01021192,"1,573"
E01021193,"1,814"
E01021194,"1,683"
E01021149,"1,421"
E01021189,"1,320"
E01021190,"1,544"
E01021200,"1,188"
E01021201,"1,511"
E01021221,"1,279"
E01021222,"1,581"
E01021227,"1,986"
E01021228,"1,689"
E01021146,"2,242"
E01021147,"1,734"
E01021148,"1,683"
E01021165,"1,248"
E01021188,"1,164"
E01021198,"1,481"
E01021199,"1,254"
E01021204,"1,217"
E01021205,"1,289"
E01021174,"1,875"
E01021175,"1,496"
E01021176,"1,503"
E01021177,"1,236"
E01021180,"1,295"
E01021181,"1,420"
E01021182,"1,484"
E01021183,"1,428"
E01021178,"1,450"
E01021179,"1,544"
E01021184,"1,483"
E01021185,"1,548"
E01021142,"1,189"
E01021143,"1,203"
E01021166,"2,244"
E01021195,"2,900"
E01021196,"2,086"
E01021197,"2,738"
E01021212,"2,530"
E01021213,"1,827"
E01021214,"1,612"
E01021215,"1,383"
E01021216,"1,178"
E01021206,"1,527"
E01021207,"1,333"
E01021208,"2,080"
E01021209,"1,774"
E01021210,"1,629"
E01021211,"1,596"
E01021232,"1,631"
E01021233,"1,445"
E01021234,"1,474"
E01021235,"1,351"
E01021236,"1,552"
E07000084,"173,856"
E01022553,"1,438"
E01022554,"1,648"
E01022555,"1,480"
E01022556,"1,727"
E01022560,"1,158"
E01022493,"1,329"
E01022536,"1,329"
E01022537,"1,271"
E01022557,"1,500"
E01022558,"1,191"
E01022559,"1,284"
E01022488,"1,350"
E01022489,"1,585"
E01022499,"1,474"
E01022500,"1,399"
E01022513,"1,614"
E01022472,"1,226"
E01022473,"1,218"
E01022520,"1,577"
E01022521,"1,689"
E01022522,"1,667"
E01022490,"1,805"
E01022491,"2,060"
E01022492,"1,588"
E01022546,"1,414"
E01022547,"1,667"
E01022495,"1,453"
E01022496,"3,448"
E01022497,"1,366"
E01022498,"1,507"
E01022539,"1,273"
E01022540,"2,565"
E01022542,"1,261"
E01022543,"1,588"
E01032843,"2,034"
E01032844,"1,662"
E01032851,"2,685"
E01022470,"1,880"
E01022471,"1,561"
E01022494,"2,467"
E01022523,"2,175"
E01022524,"1,995"
E01022525,"1,647"
E01022526,"1,760"
E01022527,"1,665"
E01022566,"1,309"
E01022567,"1,337"
E01022568,"1,443"
E01022570,"1,549"
E01032840,"2,796"
E01032841,"1,850"
E01022502,"1,642"
E01022506,"1,266"
E01022507,"1,573"
E01032842,"1,393"
E01032847,"1,455"
E01022481,"1,787"
E01022482,"1,623"
E01022503,"1,444"
E01032845,"1,727"
E01032846,"1,814"
E01022484,"1,341"
E01022485,"1,239"
E01022486,"2,239"
E01022487,"1,304"
E01022569,"1,281"
E01022548,"1,405"
E01022549,"1,616"
E01022550,"1,730"
E01022551,"1,543"
E01022552,"1,544"
E01022528,"1,291"
E01022529,"1,536"
E01022530,"1,300"
E01022531,"1,386"
E01022475,"1,611"
E01022476,"1,793"
E01022480,"1,372"
E01022504,"1,643"
E01022505,"1,577"
E01022467,"1,624"
E01022468,"1,845"
E01022469,"1,579"
E01022561,"1,466"
E01022562,"1,390"
E01022515,"1,329"
E01022516,"1,475"
E01022517,"1,205"
E01022518,"1,937"
E01022519,"1,236"
E01022474,"1,655"
E01022477,"1,356"
E01022478,"1,443"
E01022479,"1,380"
E01022509,"1,447"
E01022514,"1,533"
E01022563,"1,756"
E01022564,"1,841"
E01022565,"1,698"
E01022510,"1,630"
E01022511,"1,265"
E01022512,"1,335"
E01032848,"1,609"
E01032849,"1,580"
E01032850,"1,436"
E01022532,"1,335"
E01022533,"1,765"
E01022534,"1,697"
E01022535,"1,570"
E07000085,"118,077"
E01022581,"1,619"
E01022582,"1,518"
E01022604,"1,222"
E01022605,"1,994"
E01022574,"1,349"
E01022575,"1,580"
E01022576,"1,471"
E01022579,"1,188"
E01022571,"1,196"
E01022572,"1,190"
E01022573,"2,447"
E01022577,"1,562"
E01022578,"3,253"
E01022580,"1,278"
E01022603,"1,444"
E01022634,"1,112"
E01022639,"1,563"
E01022640,"1,426"
E01022615,"2,854"
E01022633,"1,401"
E01022635,"1,485"
E01022636,"1,322"
E01022641,"1,258"
E01022591,"2,414"
E01022593,"1,312"
E01022594,"1,646"
E01022595,"2,195"
E01022596,"1,425"
